Category,Month,Registrations,Year
HI-TECH INDUSTRIES,APR,17,2021
HITECH  MECHANICAL WORKS,APR,3,2021
HITEK ELECTRIC AUTO CO,APR,0,2021
HITENDRA WELDING WORKS,APR,4,2021
"HK ENG. WORKS, HALADIAPADAR,BERHAMPUR,GANJAM",APR,0,2021
H M G ENGINEERING WORKS,APR,1,2021
HMT LIMITED,APR,0,2021
H NONGRUM,APR,2,2021
HOLLAND TRACTORS PVT LTD,APR,0,2021
HONDA CARS INDIA LTD,APR,5808,2021
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,APR,223691,2021
HONGHUA INTER CO LTD,APR,0,2021
HOOGHLY MOTORS PVT LTD,APR,49,2021
HOP MOTORS PVT LTD,APR,4,2021
HOTAGE INDIA,APR,50,2021
HOVEL CYLINDER PVT LTD,APR,0,2021
H R AGRO INDUSTRIES,APR,0,2021
HUNAN ZOOMLION INT. TRADE CO.,APR,0,2021
HUNDAL INDUSTRIES,APR,16,2021
HYKON INDIA LTD,APR,0,2021
HYUNDAI MOTOR INDIA LTD,APR,36299,2021
"HYUNDAI MOTORS LTD, SOUTH KOREA",APR,6,2021
IDEAL JAWA INDIA PVT LTD,APR,1,2021
INDERPREET AGRO INDUSTRIES,APR,0,2021
INDIA KAWASAKI MOTORS PVT LTD,APR,114,2021
INDIA MECHANICAL WORKS,APR,0,2021
INDIAN MOTORS,APR,16,2021
INDIA YAMAHA MOTOR PVT LTD,APR,37275,2021
INDICO MOTORS PVT LTD,APR,1,2021
INDICON AGRO INDUSTRIES LLP,APR,36,2021
INDIRA STEEL INDUSTRIES,APR,0,2021
INDITAL CONSTRUCTION MACHINERY,APR,0,2021
INDO FARM EQUIPMENT LIMITED,APR,246,2021
INDRA TRAILORS,APR,1,2021
INDUS ELECTROTHERM INDIA LTD,APR,7,2021
INTERNATIONAL CARS & MOTORS LIMITED,APR,1,2021
INTERNATIONAL TRACTORS LIMITED,APR,4977,2021
IRA EDUTECH PVT LTD,APR,9,2021
ISHWAR FARMLINE EQUIPMENTS,APR,0,2021
ISHWAR FARMLINE EQUIPMENTS PVT LTD,APR,3,2021
ISUZU MOTORS INDIA PVT LTD,APR,129,2021
"ISWAR ENGINEERING,DUNGRIPALI",APR,0,2021
JADE KOREA SPINE LIFE,APR,2,2021
JADHAV AGRO INDUSTRIES PVT. LTD.,APR,0,2021
JAGADAMBA TRAILER,APR,19,2021
"JAGANATH AGRL IMPLEMENTS,BOUDH",APR,0,2021
JAGRUTI MOTORS LTD.,APR,0,2021
JAGUAR LAND ROVER INDIA LIMITED,APR,153,2021
JAI AMBE FABRICATION & ENGINEERING WORK,APR,0,2021
JAI BHAVANI ENGINEERING  WORKS,APR,11,2021
JAI BHAVANI INDUSTRIES,APR,0,2021
JAIDKA POWER SYSTEMS PVT LTD,APR,11,2021
JAIN POWER CORP,APR,4,2021
JAISIK BUSINESS LINKS PVT LTD,APR,3,2021
JAJODIA COMMODITIES PVT LTD,APR,21,2021
JANTA AGRICULTURE WORKS,APR,0,2021
JANTA SUPER TRAILOR,APR,6,2021
JAYA AUTOMOTIVES PVT LTD      ,APR,0,2021
JAYADRI STEEL INDUSTRIES,APR,0,2021
JAY AGRO INDUSTRIES,APR,15,2021
JAYA LAKSHMI ENGINEERING WORKS,APR,0,2021
JAY BHART TRAILOR SERVICES,APR,0,2021
JAY BHAVANI TRAILOR,APR,1,2021
JAYDEV ENTERPRISE,APR,5,2021
JAYEM AUTOMOTIVES PVT LTD,APR,0,2021
JAY JANARDAN TRAILOR,APR,1,2021
JAY JANARDHAN A.T EQUIPMENTS,APR,0,2021
JAY RANDAL WELDING WORKS,APR,0,2021
JAY SHREE BALAJI ENG WORKS,APR,3,2021
"JAYSHRI AUTOMOBILES,,KNJH",APR,0,2021
JBM AUTO LIMITED,APR,144,2021
J.C. BAMFORD EXCAVATORS LIMITED,APR,3,2021
JCB INDIA LIMITED,APR,2273,2021
JCB INDIA LTD,APR,76,2021
JCBL LIMITED,APR,0,2021
JEET AGRO INDUSTRIES,APR,0,2021
"JENA ENGINEERING WS,PURI",APR,0,2021
JESSUN TECHNO PVT LTD,APR,5,2021
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),APR,0,2021
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),APR,0,2021
JITENDRA NEW EV-TECH PVT. LTD,APR,38,2021
JITENDRA TEMPO PARTS,APR,26,2021
JIWAN AGRICULTURAL IMPLEMENTS WORKSHOP CIS LTD,APR,4,2021
JIWAN AGRI IMPLEMENTS WORKSHOP,APR,0,2021
J K AGRO INDUSTRIES,APR,3,2021
J K AMO-PAPERS & CO,APR,0,2021
JOHN DEERE INDIA PVT LTD(CROP SOLUTION DIV),APR,21,2021
JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),APR,3442,2021
JOHNSON TRACTORS & MOTORS PVT. LTD.,APR,0,2021
JOYRAM STEEL FABRICATION WORKS,APR,0,2021
J P AUTO TECH,APR,2,2021
JP INDUSTRIES,APR,11,2021
J S AGRO INDUSTRIES,APR,9,2021
J. S. AUTO (P) LTD,APR,220,2021
JS MOBILEON PVT LTD,APR,3,2021
JSW MG MOTOR INDIA PVT LTD,APR,3030,2021
JUNGHEINRICH AG AND CO,APR,0,2021
KABIRA MOBILITY LLP,APR,0,2021
KABMAX ELECTRIC AUTOMOBILES PVT. LTD,APR,4,2021
KAILASH INDUSTRIES,APR,1,2021
KALIKA VAHAN PVT LTD,APR,0,2021
"KALINGA AGRO INDUSTRIES ,PIPILI,PURI.",APR,2,2021
KALINGA VENTURES INDIA PVT LTD,APR,0,2021
KALINGA VENTURES IND P,APR,0,2021
KALPVRIKSH ELECTOMOBILES CO,APR,30,2021
KALYANI AGRO IMPLIMENTS,APR,0,2021
KAMAL AGRO INDUSTRIES,APR,0,2021
KAMAZ INDUSTRIES,APR,0,2021
KANAKADUGRA ENGINEERING,APR,2,2021
KANIFA AUTOMOTIVE PVT LTD,APR,0,2021
KAPTECH INDIA PVT LTD,APR,35,2021
KARBRO AGRO TECH,APR,0,2021
KARMA MECHANICAL WORKS,APR,0,2021
KARTAR AGRO ENGINEERS PVT LTD,APR,0,2021
KARTAR AGRO INDUSTRIES PVT LTD,APR,77,2021
KAWASAKI HEAVY INDUSTRIES LTD,APR,0,2021
K D AGRO INDUSTRIES,APR,4,2021
KEDAR AGRICULTURE WORKS,APR,0,2021
KERALA AGRO MACHINERY CORP. LTD.,APR,1,2021
KERALA AUTOMOBILES LIMITED,APR,10,2021
KETO MOTORS PVT LTD,APR,0,2021
KGN,APR,4,2021
KGN INDUSTRIES,APR,3,2021
"KHAGANATH AUTO ENG,BERHAMPUR",APR,0,2021
"KHAGESWAR AUTO BUILD WORKS,HALADIAPADAR,BERHAMPUR,GANJAM",APR,1,2021
"KHAGESWAR AUTO E.WS,BERHAMPUR",APR,0,2021
KHALSA  AGRO INDUSTRIES,APR,0,2021
KHALSAE-VEHICLES PVT LTD,APR,57,2021
KHAN ENGINEERING WORKS,APR,0,2021
KHEMRAJ AUTOMOTIVE INDUSTRIES,APR,1,2021
KHODIYAR TRADERS,APR,0,2021
KHUSBU AGR.WORK,APR,0,2021
KHUSHI AGRO ENGINEERING,APR,0,2021
KIA INDIA PRIVATE LIMITED,APR,11970,2021
KIA MOTORS CORPN,APR,0,2021
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,APR,463,2021
KINETIC GREEN ENERGY P SOL LTD,APR,2,2021
KINETIC MOTOR COMPANY LIMITED,APR,0,2021
KING SUMITRA TRAILERS,APR,0,2021
KION BAOLI (JIANGSU) FORKLIFT CO.LTD,APR,0,2021
KION INDIA PVT LTD,APR,51,2021
KIRAN AGRO EQUIPMENTS,APR,0,2021
KIRIT ENGINEERING WORKS,APR,0,2021
KIRTI SOLAR LTD,APR,20,2021
KISAN ENGINEERING,APR,1,2021
KISAN ENGINEERING WORKS,APR,8,2021
KISHAN EQUIPMENTS,APR,0,2021
"KISHAN MOTORS, BHUBANESWAR",APR,0,2021
KISHAN TROLLY WORKS,APR,0,2021
KISSNA ENGG WORKS,APR,3,2021
KK INDUSTRIES,APR,0,2021
KLB KOMAKI PVT LTD,APR,70,2021
KN FARM EQUIPMENT PVT LTD,APR,0,2021
KOBELCO LTD.,APR,0,2021
KOMATSU INDIA PRIVATE LIMITED,APR,1,2021
KOMATSU LTD JAPAN,APR,1,2021
KONE CRANE SWEDEN,APR,2,2021
KOTKAR ENERGY  DYNAMICS PVT LTD,APR,0,2021
KPT INDUSTRIES LTD,APR,1,2021
KRANTI AUTOMOBILES LTD,APR,1,2021
KRISHI ENGINEERING WORKS,APR,0,2021
KRISHNA AGRO ENGI,APR,0,2021
KRISHNA ENGINEERING WORKS,APR,32,2021
KRISHNA INDUSTRIES,APR,8,2021
KRISHNA VEHICALS,APR,2,2021
KRUP P,APR,0,2021
KRUSHI KISAN TRAILORS,APR,1,2021
KRUSHNA AGRO ENGINEERING WORKS,APR,0,2021
K S AGRICULTURAL  INDUSTRIES,APR,1,2021
K.S. AGRICULTURAL INDUSTRIES PVT. LTD,APR,19,2021
K.S. AGROTECH  PVT LTD,APR,7,2021
KS AGROTECH PVT LTD,APR,0,2021
K T ENTERPRISES,APR,2,2021
KTM MOTORRAD AG,APR,1,2021
KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,APR,686,2021
KUKU AUTOMOTIVES,APR,4,2021
KULAR AGRO WORKS,APR,1,2021
KUMAR ENGINEERING,APR,4,2021
KUSHAL AGRO IND,APR,0,2021
K. V. INDUSTRIES,APR,0,2021
KYNTIEWLANG STEEL,APR,0,2021
LAKSHMI AUTO TRADERS,APR,0,2021
LAKSHYA AUTO SALES CORPORATION,APR,2,2021
LAKSHYA MOTORS,APR,0,2021
LAL AGRO INDUSTRIES,APR,0,2021
LAMBORGHINI,APR,0,2021
LAWAT MOTORS LLP,APR,16,2021
LAXMI ENGINEERING WORKS,APR,1,2021
LAXMI E-RICKSHAW COMPANY,APR,0,2021
"LAXMI GOBINDA AGRO IND,BLS",APR,1,2021
LECTRIX E VEHICLES PVT LTD,APR,13,2021
LEEBOY INDIA,APR,2,2021
LIEBHERR,APR,7,2021
LIEBHERR INDIA PVT LTD,APR,1,2021
LI-IONS ELEKTRIK SOLUTIONS PVT LTD,APR,5,2021
LIUGONG INDIA PVT. LTD,APR,38,2021
LIUGONG IND PVT LTD,APR,1,2021
LML LIMITED,APR,0,2021
LMP TRCTOR PVT LTD,APR,0,2021
LOCAL TRAILER MANUFACTURER,APR,2585,2021
LOG 9 MATERIALS SCIENTIFIC PVT LTD,APR,1,2021
LOHIA AUTO INDUSTRIES,APR,14,2021
LOHIA AUTO INDUSTRIES LTD.,APR,4,2021
LONDON EV COMPANY LTD (IMPORTER EXCLUSIVE MOTORS),APR,0,2021
LORDS VEHICLE MFG PVT LTD,APR,1,2021
LOTEY AGRICULTURE WORKS,APR,2,2021
LOTEY AGRO INDUSTRY,APR,0,2021
LOTEY INDUSTRY,APR,2,2021
LOVEJEET AGRO INDUSTRY,APR,5,2021
L & T CASE EQUIPMENT PVT LTD,APR,9,2021
L&T CONSTRUCTION EQUIPMENT LIMITED,APR,28,2021
L&T CONSTRUCTION MACHINERY LIMITED,APR,6,2021
M2GO ELECTRIC VEHICLE PVT LTD,APR,5,2021
M2J E VAHAN PVT LTD,APR,11,2021
MAA ADISHAKTI ENGINEERING,APR,1,2021
MAA ENGINEERING TRAILOR,APR,20,2021
MAA KALPANA ENTERPRISE,APR,0,2021
"MAA MANGALA MOTORS & ENGG,RKL",APR,3,2021
MAA SANTOSHI ENGG  KALAHANDI,APR,1,2021
MAA SHAKTI EXIM PVT LTD,APR,66,2021
MAA TARINI ENGINEERING,APR,4,2021
MAC AUTO INDIA,APR,8,2021
MACNEILL ENGG LTD,APR,2,2021
MACONS EQUIPMENTS PVT LTD,APR,2,2021
"MADHAB ENGI. WORKS,BARIPADA",APR,0,2021
MADHU AUTOMOBILES LTD,APR,10,2021
"MADHUSUDAN ENG.WORKS,NIMAPADA",APR,0,2021
MAERSK LINE,APR,0,2021
MAHABIR INDUSTRIES,APR,7,2021
MAHALAXMI ENGINEERING WORKS,APR,0,2021
MAHARASTRA SCOOTER LIMITED,APR,0,2021
MAHAVIR AGRO EQUIPMENTS,APR,0,2021
MAHAVIR TRACTOR AND IMPLEMENTS,APR,2,2021
MAHESH ENGINEERING WORKS,APR,0,2021
MAHI ENTERPRISES,APR,0,2021
MAHINDRA DEFENCE SYSTEMS LTD,APR,0,2021
MAHINDRA ELECTRIC MOBILITY LIMITED,APR,461,2021
MAHINDRA GUJARAT TRACTOR LIMITED,APR,1,2021
MAHINDRA & MAHINDRA LIMITED,APR,24418,2021
MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),APR,6233,2021
MAHINDRA & MAHINDRA LIMITED (TRACTOR),APR,8089,2021
MAHINDRA NISSAN ALLWYN LTD.,APR,0,2021
MAHINDRA TWO WHEELERS LTD,APR,0,2021
MAHINDRA VEHICLE MANUFACTURER LIMITED,APR,4,2021
MAHTAB BODY MAKER,APR,0,2021
MAIT S.P.A,APR,0,2021
MALHOTRA ENGINEERING WORKS,APR,0,2021
MALI ENTERPRISES PVT LTD,APR,3,2021
MALIK ENGINEERING WORKS,APR,2,2021
MALKIT AGRO INDUSTRIES,APR,0,2021
MALKIT AGRO TECH PVT. LTD,APR,13,2021
MANISH EV INTERNATIONAL PRIVATE LIMITED,APR,0,2021
MANITA CITY MOTORS LLP,APR,35,2021
MANITOU EQUIPMENT INDIA PVT LTD,APR,45,2021
MANJEET ENGINEERING WORKS,APR,0,2021
MANJIT AGRO WORKS,APR,0,2021
MANKU AGRO TECH PVT LTD,APR,81,2021
MANKU AGRO TECH. PVT. LTD.,APR,2,2021
MANMOHAN KAUR,APR,0,2021
MANOJ ENGINEERING WORKS,APR,2,2021
MANPREET AGRO INDUSTIRES NABHA,APR,0,2021
MANPREET AGRO INDUSTRIES,APR,0,2021
MAN TRUCKS INDIA PVT. LTD.,APR,0,2021
MARATHWADA KRUSHI UDYOG,APR,0,2021
MARATHWADA QUALITY TRAILER,APR,0,2021
MARINE NAVAIDS & SOLAR AUTO PVT LTD,APR,0,2021
MARTHWADA TRALIOR,APR,0,2021
MARUTI INDUSTRIES,APR,2,2021
MARUTI SUZUKI INDIA LTD,APR,105129,2021
MARUTI UDYOG LTD,APR,56,2021
MASERATI,APR,0,2021
MASERATI S.P.A,APR,0,2021
MASSEY FERGUSON LTD,APR,10,2021
MATHAROO BROTHERS AGRO TECH PVT LTD,APR,1,2021
MATHARU ENGINEERING AGRI WORKS,APR,0,2021
MATHARU ENGINEERING WORKS,APR,0,2021
"MATRUSHAKTI ENGINEERING,KHURDA",APR,0,2021
"MAYUR ENTERPRISES,BARIPADA",APR,4,2021
MB AGRO INDUSTRIES,APR,0,2021
MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),APR,0,2021
MEHAR AGRO ENGINEERING,APR,1,2021
MEHER FABRIC WORKS,APR,0,2021
MEHER TRAILERS PVT LTD,APR,0,2021
MERCEDES -BENZ AG,APR,13,2021
MERCEDES-BENZ INDIA PVT LTD,APR,558,2021
MERCURY COUGAR,APR,0,2021
MEW ELECTRICALS LIMITED,APR,94,2021
MG CAR COMPANY LIMITED,APR,0,2021
M G INDUSTRIES,APR,0,2021
M H AGRICULTURE WORKS,APR,0,2021
MICROCON I2I PVT LTD,APR,29,2021
"MILAN AGROENG WORKS,DUNGRIPALI",APR,1,2021
MINI METRO,APR,1,2021
MINI METRO EV L.L.P,APR,173,2021
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),APR,0,2021
MITHU BAJRANG ENG.WORKS,APR,1,2021
MITSUBISHI MOTORS CORPORATION,APR,0,2021
M K BROTHERS,APR,0,2021
M K ENTERPRISES,APR,0,2021
M.K. ENTERPRISES,APR,13,2021
MLR AUTO LTD,APR,15,2021
MLR MOTORS PVT LTD,APR,1,2021
M M PUMPS AND SPARES,APR,0,2021
MODEL FIN.AND COMMUNICAT,APR,0,2021
MODERN  AGRO  INDUSTRIES,APR,1,2021
MODERN INDUSTRIES,APR,38,2021
MOHAN GENERAL TRADING COMPANY,APR,8,2021
MOHIT INDUSTRIES,APR,0,2021
MONDAL TRADING,APR,4,2021
MORRIS MOTORS LTD,APR,0,2021
MOTOR & GENERAL SALES PVT LTD,APR,0,2021
MOTOROYALE KINETIC PRIVATE LIMITED,APR,0,2021
MOTRAC MOTORS PVT LTD,APR,3,2021
M S AGRO INDUSTRIES,APR,7,2021
"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",APR,1,2021
"M/S AKRITI,BAMRA",APR,1,2021
M/S ASHOKA INDUSTRIES,APR,18,2021
M/S BHARAT TRAILERS,APR,7,2021
M/S CHAITANYA AGROS INDUSTRY AP312714372,APR,0,2021
M/S CHAMPION POLY PLAST,APR,0,2021
M/S DASHMESH TRADERS,APR,0,2021
M/S FAMOUS FABRICATORS,APR,2,2021
"M/S FARMAX EQUIPMENTS, SAMBALPUR",APR,1,2021
"M/S. GURUMAN ENTERPRISES, BHAWANIPATNA",APR,1,2021
M/S HOTA AGRO (TRAILER),APR,0,2021
 M/S KAILASH ENGINEERING WORKS JUNAGARH ,APR,0,2021
M/S KASTKAR AGRO INDUSTRIES,APR,2,2021
M/S K K AGRO INDUSTRIES,APR,2,2021
M/S LAKSHMI ENGINEERING WORKS,APR,1,2021
M/S LOHIYA AGRO INDUSTRIES,APR,7,2021
M/S MAA MANGALA INDUSTRIES,APR,3,2021
M/S NELATARA FABRICATION,APR,0,2021
M/S NEW SHETKARI ENGINEERING WORK,APR,5,2021
M/S NEW SHIV SHAKTI TRAILORS,APR,1,2021
"M/S PATEL & SONS ENGINEERING WORKS,SAMBALPUR",APR,0,2021
"M/S PERFECT TECHNOCRAFTS & ENGINEERING,KENDRAPARA",APR,0,2021
M/S PRADHAN AGRO ENGINEERING,APR,2,2021
M/S RAM AGRO MACHINARY,APR,3,2021
M/S SAI AUTO ENGINEERING WORKS,APR,2,2021
M/S. SANJUKTA AGRO MART,APR,0,2021
M/S SARANGI MOTROS,APR,0,2021
M/S SCHWING STETTER (INDIA) PRIVATE LIMITED,APR,38,2021
M/S-SHRADHA INDUSTRIES,APR,3,2021
M/S SHREE SHYAM AGRO PRODUCTS,APR,0,2021
M/S SHRI DATTA WELDING WORKS,APR,14,2021
M/S SHRIRAM AUTO TECH PVT LTD,APR,52,2021
M/S SHUBHADA ENTERPRISE,APR,0,2021
M/S SICHUAN HONGHUA PETROLEUM EQUIPMENT CO.LTD,APR,0,2021
"M/S. S. R. ENTERPRISES,JAIPATNA",APR,0,2021
M/S SRISHTI AUTOMOBILES,APR,2,2021
M/S S.S. AGRO INDUSTRIES,APR,0,2021
"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",APR,4,2021
M/S SUPERIOR MANUFACTURING COMPANY,APR,3,2021
M/S TRISHIKA INDUSTRIES,APR,0,2021
"M/S. VENKAT ENGINEERING WORKS, JAIPATNA",APR,0,2021
M/S YOGIRAJ ENGINEERING COMPANY,APR,1,2021
MULAG,APR,0,2021
MULTI DIMENSIONAL SOLUTIONS,APR,0,2021
MUNDE MECHANICAL WORKS,APR,1,2021
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,APR,12,2021
NAAZ AUTO ENGG WORKS,APR,1,2021
NABHKIRAN AGRO INDUSTRIES,APR,0,2021
NABH MOTORS PVT LTD,APR,1,2021
NABINA WELDING,APR,0,2021
"NAIK TROLLEY AND IMPL,SNG",APR,9,2021
"NAIK TROLLEY&IMPLS,BHEDABAHAL",APR,3,2021
NAMAH INDUSTRIES PVT LTD,APR,0,2021
NARINDERA AGRO WORKS,APR,0,2021
NARMADA INDUSTRIES,APR,0,2021
NATH AGRO IMPLEMENTS PVT LTD,APR,0,2021
NATIONAL ENGG WORKS,APR,4,2021
NAVDURGA TRAILERS,APR,0,2021
NAZAR SINGH & SONS,APR,4,2021
NB TURNED  COMPONENTS PVT LTD,APR,0,2021
NDS ECO MOTORS PVT LTD,APR,3,2021
NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,APR,4,2021
NEELAM AGRO EQUIP,APR,0,2021
NEELKANTH FABRICATORS PVT LTD,APR,0,2021
NEW ARCANA INDIA,APR,35,2021
NEW DEVE AGRO WORKS,APR,4,2021
NEW DURGA ENGINEERING,APR,1,2021
NEW FRIENDS INDUSTRIES,APR,0,2021
NEW GAHIR AGRO INDUSTRIES,APR,12,2021
NEW GOLDEN AGRICULTURE,APR,1,2021
NEW GURDIAL AGRO INDUSTRIES,APR,1,2021
NEW GURDIAL AGRO INDUSTRIES PVT LTD,APR,21,2021
NEW HIND AGRO PVT LTD,APR,1,2021
NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,APR,2,2021
NEW HOLLAND FIAT INDIA PVT. LTD.,APR,58,2021
NEW KISAN ENGINEERING WORKS,APR,2,2021
NEW MALLIKARJUNA ENG WORKS,APR,27,2021
NEW MARTHWADA QUALITY TRAILOR,APR,1,2021
NEW SANGMESHWAR TRAILORS & ENGINEERING WORKS,APR,0,2021
NEW SUPER QUALITY TRAILOR,APR,13,2021
NEWTON INDIA INDUSTRIES PVT LTD,APR,1,2021
NEW VIKAS AGRICULTURE,APR,0,2021
NEXZU MOBILITY PVT LTD,APR,2,2021
NGAGE IMPEX PVT LTD,APR,0,2021
NGAGE WHEEL PVT LTD,APR,1,2021
NHD MOTORS,APR,20,2021
NIBE MOTORS PVT LTD,APR,0,2021
NICOLAS INDUSTRIES,APR,1,2021
NIKHIL AGRO ENTERPRISE,APR,0,2021
NIPUN SANYANTRA PVT LTD,APR,9,2021
NIRMAL BROTHER,APR,14,2021
NIRMAL UTILITY SERVICES PVT LTD,APR,1,2021
NISIKI TECHNOLOGIES PVT LTD,APR,0,2021
NISSAN MOTOR INDIA PVT LTD,APR,2673,2021
N K INDUSTRIES,APR,1,2021
NK INDUSTRIES,APR,0,2021
NORTON,APR,1,2021
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,APR,28,2021
N S AGRO WORKS,APR,0,2021
N.S. AGRO WORKS,APR,2,2021
ODYSSE ELECTRIC VEHICLES PVT LTD,APR,5,2021
OGATA MOTORS INDIA PVT LTD,APR,9,2021
OIL FIELD WAREHOUSE AND SERVICE LIMITED,APR,0,2021
"OJHA METALS, BALASORE",APR,0,2021
OKINAWA AUTOTECH PVT LTD,APR,1198,2021
OK PLAY INDIA LTD,APR,1,2021
OLA ELECTRIC TECHNOLOGIES PVT LTD,APR,0,2021
OLECTRA GREENTECH LTD,APR,4,2021
OLYMPUS INDUSTRIES PVT LTD,APR,0,2021
OMAX ENERGY PVT. LTD.,APR,1,2021
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,APR,86,2021
OM BALAJI AUTOMOBILES I P LTD,APR,0,2021
OMEGA CONSTRUCTION EQUIPMENT PVT LTD,APR,0,2021
OMEGA SALES & AGRO INDUSTRIES,APR,0,2021
OMEGA SEIKI PVT LTD,APR,3,2021
OM. INDUSTRIES,APR,0,2021
OMKAR  INDUSTRIES,APR,0,2021
OM PACKAGING,APR,0,2021
OM RAJ AUTOTECH LLP,APR,32,2021
OM SHREE SAI ENGINEERING,APR,2,2021
"OM TRAILORES,LATUR",APR,0,2021
"OM VINAYAK INDUSTRIES,BGH",APR,2,2021
ORDINANCE FACTORY,APR,14,2021
ORISSA AGRO IND COR,APR,0,2021
OTHERS,APR,37536,2021
PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,APR,1,2021
PACE AGRO PRIVATE LIMITED,APR,1,2021
PACE AGRO PVT LTD,APR,0,2021
PADMALAYA ENGG. WORKS,APR,0,2021
PADMAVATI ENGINEERING WORKS,APR,0,2021
P AND H INDIA LIMITED,APR,0,2021
PANESAR AGRICULTURE INDUSTRIES,APR,0,2021
PANESAR AGRO TECH,APR,2,2021
PANKAJ ENGINEERING WORKS,APR,0,2021
PANSEN ENGINEERING INDIA PVT LTD,APR,0,2021
PANTHER ELECTRIC VEHICLES,APR,1,2021
PARAG AGRO,APR,0,2021
PARAMOUNT AUTOMOTIVES,APR,6,2021
PARAS INDUSTRIES,APR,24,2021
PARDEEP AGRO INDUSTRIES,APR,3,2021
PARI E-VEHICLES,APR,1,2021
PARI METRO E RICKSHAW,APR,16,2021
PARVEEN AUTO,APR,14,2021
PASHUPATI VEHICLE PVT. LTD.,APR,0,2021
PASHUPATI VEHICLES PVT LTD,APR,0,2021
PATEL INDUSTRIES,APR,1,2021
PATEL SALES AGENCY,APR,1,2021
PATS MOTOR CORP,APR,3,2021
PAVITHRA ENGINEERING WORKS,APR,0,2021
P B NATIONAL AGRICULTURE WORKS,APR,1,2021
PCA AUTOMOBILES INDIA PVT LTD,APR,20,2021
PERFECT TECHNOCRATS,APR,0,2021
PIAGGIO VEHICLES PVT LTD,APR,7944,2021
PILLING RIG,APR,0,2021
PLAUDIT TECHNO INDIA PVT LTD,APR,9,2021
P M DIESELS PVT LTD,APR,0,2021
PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,APR,1,2021
PODDAR INDUSTRIES,APR,0,2021
POLARIS INDIA PVT LTD,APR,1,2021
POOJA INDUSTRIES,APR,0,2021
POOSHPAK AUTOMOBILES PVT LTD,APR,0,2021
PORSCHE AG,APR,0,2021
PORSCHE AG GERMANY,APR,24,2021
POWERLAND AGRO TRACTOR VEHICLES PVT LTD,APR,0,2021
PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,APR,10,2021
PRABHU AUTO ENGG. WORKS,APR,1,2021
PRAGATI AGRICULTURE,APR,0,2021
PRAGATI ENGINEERING,APR,5,2021
PRAG MOTORS,APR,0,2021
PRAKASH ENTERPRISES,APR,1,2021
PRAKASH METAL,APR,0,2021
PRAKASH TRAILER,APR,3,2021
PRASAD AND PRASAD ENG,APR,1,2021
PRAVEEN KUMAR AND BROTHERS,APR,1,2021
PRAVIN AGRO INDUSTRIES,APR,0,2021
PREEET AGRO INDUSTRIES PVT LTD,APR,3,2021
PREET AGRO INDUSTRIES PVT LTD,APR,41,2021
PREET TRACTORS PVT LTD,APR,410,2021
PREET TRACTORS PVT. LTD.,APR,9,2021
PRESTANTIA CREATIONS PVT LTD,APR,1,2021
PRIDE E-MOTORS,APR,0,2021
PRINCE AGRO WORKS,APR,4,2021
PUBANG ETRON ELECTRIC MOTOR PVT LTD,APR,18,2021
PUJA ENGINEERING WORKS,APR,0,2021
PUNEET OVERSEAS  INC,APR,0,2021
PUNJAB AGRO IMPLEMENTS INDUSTRIES,APR,2,2021
PUNJAB AGRO INDUSTRIES,APR,4,2021
PUNJAB HI-TECH INDUSTRIES,APR,0,2021
PUNJAB TRACTORS LIMITED,APR,12,2021
PUR ENERGY PVT LTD,APR,581,2021
PURVA UDYOG PVT LTD,APR,0,2021
PUSHKAR INDUSTRIES,APR,3,2021
PVT MAKER,APR,0,2021
PYTHOX MOTORS PVT LTD,APR,0,2021
QUALITY ENGINEERING WORK,APR,14,2021
R3 ENTERPRISES,APR,2,2021
RACCOON MOTORS PVT LTD,APR,0,2021
RADHAKANTA IND,APR,0,2021
RADHESHYAM TRAILOR,APR,16,2021
RAGHAV IDUSTRIES,APR,0,2021
RAGHUVIR INDUSTRIES,APR,1,2021
RAHUL AGRO EXPORTS PVT LTD,APR,0,2021
"RAJA RANEE AGRO E WORKS,ANGL",APR,0,2021
RAJ AUTOMOTIVE,APR,0,2021
RAJESH STEEL AND WIRE INDUSTRIES,APR,4,2021
RAJIV RAJ VEHICLES PVT LTD,APR,2,2021
